DRG Definition,Provider Id,Provider Name,Provider City,Provider State, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230004,"MERCY HEALTH PARTNERS, MERCY CAMPUS",MUSKEGON,MI,42,"$9,519.38 ","$5,095.21 ","$4,212.64 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230005,EMMA L BIXBY MEDICAL CENTER,ADRIAN,MI,19,"$17,710.47 ","$4,620.31 ","$3,556.31 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230017,BRONSON METHODIST HOSPITAL,KALAMAZOO,MI,46,"$16,205.15 ","$6,221.63 ","$5,022.34 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230019,PROVIDENCE HOSPITAL AND MEDICAL CENTERS,SOUTHFIELD,MI,55,"$19,192.00 ","$6,278.43 ","$5,122.03 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230020,OAKWOOD HOSPITAL AND MEDICAL CENTER,DEARBORN,MI,58,"$16,126.25 ","$5,785.91 ","$4,913.70 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230021,"LAKELAND HOSPITAL, ST JOSEPH",ST JOSEPH,MI,29,"$9,715.62 ","$5,228.06 ","$4,100.06 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230022,COMMUNITY HEALTH CENTER OF BRANCH COUNTY,COLDWATER,MI,13,"$13,236.46 ","$5,055.38 ","$4,017.84 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230024,SINAI-GRACE HOSPITAL,DETROIT,MI,28,"$14,924.85 ","$7,361.42 ","$6,314.85 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230029,ST JOSEPH MERCY OAKLAND,PONTIAC,MI,32,"$19,847.93 ","$6,812.93 ","$5,288.56 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230030,MIDMICHIGAN MEDICAL CENTER-GRATIOT,ALMA,MI,16,"$12,591.56 ","$6,126.68 ","$5,212.93 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230035,SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS,GREENVILLE,MI,16,"$11,099.06 ","$5,018.31 ","$3,963.06 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230036,ALPENA REGIONAL MEDICAL CENTER,ALPENA,MI,17,"$15,289.70 ","$5,646.00 ","$4,654.70 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230038,SPECTRUM HEALTH - BUTTERWORTH CAMPUS,GRAND RAPIDS,MI,112,"$12,263.73 ","$6,207.86 ","$4,882.87 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230041,MCLAREN BAY REGION,BAY CITY,MI,27,"$18,551.18 ","$4,702.81 ","$3,786.37 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,ANN ARBOR,MI,54,"$23,643.81 ","$9,576.87 ","$6,343.07 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230047,HENRY FORD MACOMB HOSPITAL,CLINTON TOWNSHI,MI,59,"$11,082.52 ","$5,285.20 ","$3,938.55 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230053,HENRY FORD HOSPITAL,DETROIT,MI,40,"$25,321.85 ","$7,511.72 ","$6,588.97 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230054,MARQUETTE GENERAL HOSPITAL,MARQUETTE,MI,11,"$12,642.63 ","$5,880.54 ","$4,860.18 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230055,DICKINSON COUNTY MEMORIAL HOSPITAL,IRON MOUNTAIN,MI,16,"$14,345.43 ","$4,728.37 ","$4,093.62 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230059,SAINT MARY'S HEALTH CARE,GRAND RAPIDS,MI,27,"$10,948.33 ","$5,953.74 ","$4,952.25 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230066,"MERCY HEALTH PARTNERS, HACKLEY CAMPUS",MUSKEGON,MI,31,"$8,166.22 ","$5,202.48 ","$4,059.70 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230069,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,HOWELL,MI,17,"$16,273.35 ","$5,972.05 ","$4,039.41 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230070,"COVENANT MEDICAL CENTER, INC",SAGINAW,MI,28,"$13,129.89 ","$5,786.42 ","$4,075.25 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230072,HOLLAND COMMUNITY HOSPITAL,HOLLAND,MI,20,"$12,403.45 ","$4,986.00 ","$3,975.20 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230075,BRONSON BATTLE CREEK HOSPITAL,BATTLE CREEK,MI,28,"$13,079.21 ","$5,170.92 ","$3,755.67 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230077,ST MARY'S OF MICHIGAN MEDICAL CENTER,SAGINAW,MI,61,"$20,122.73 ","$5,197.11 ","$4,257.50 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230080,CENTRAL MICHIGAN COMMUNITY HOSPITAL,MOUNT PLEASANT,MI,14,"$12,004.21 ","$4,577.14 ","$3,696.85 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230081,MERCY HOSPITAL - CADILLAC,CADILLAC,MI,23,"$11,820.73 ","$5,102.78 ","$3,189.43 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230089,"BEAUMONT HOSPITAL, GROSSE POINTE",GROSSE POINTE,MI,13,"$13,398.61 ","$5,006.76 ","$3,966.76 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230092,ALLEGIANCE HEALTH,JACKSON,MI,32,"$18,735.06 ","$4,752.28 ","$3,764.78 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230097,MUNSON MEDICAL CENTER,TRAVERSE CITY,MI,84,"$14,905.04 ","$5,916.88 ","$4,487.36 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230099,MERCY MEMORIAL HOSPITAL SYSTEM,MONROE,MI,21,"$14,053.04 ","$4,732.23 ","$3,929.76 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230101,ST FRANCIS HOSPITAL,ESCANABA,MI,12,"$13,489.08 ","$5,334.83 ","$4,496.50 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230104,HARPER UNIVERSITY HOSPITAL,DETROIT,MI,21,"$19,253.47 ","$8,481.80 ","$7,409.80 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230105,NORTHERN MICHIGAN REGIONAL HOSPITAL,PETOSKEY,MI,29,"$15,646.41 ","$5,581.93 ","$4,308.00 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230117,BORGESS MEDICAL CENTER,KALAMAZOO,MI,38,"$22,304.00 ","$5,932.92 ","$4,606.10 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230130,WILLIAM BEAUMONT HOSPITAL,ROYAL OAK,MI,56,"$19,068.33 ","$6,106.67 ","$4,950.12 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230141,MCLAREN FLINT,FLINT,MI,25,"$15,908.92 ","$6,132.60 ","$4,784.72 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230142,OAKWOOD ANNAPOLIS HOSPITAL,WAYNE,MI,26,"$17,904.73 ","$5,206.26 ","$4,255.80 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230146,HENRY FORD WYANDOTTE HOSPITAL,WYANDOTTE,MI,22,"$13,276.59 ","$5,424.90 ","$4,156.00 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230151,BOTSFORD HOSPITAL,FARMINGTON HILL,MI,20,"$14,176.40 ","$6,819.60 ","$5,807.20 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230156,ST JOSEPH MERCY HOSPITAL,ANN ARBOR,MI,65,"$14,055.92 ","$5,316.15 ","$4,194.53 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230165,ST JOHN HOSPITAL AND MEDICAL CENTER,DETROIT,MI,30,"$18,325.03 ","$6,715.86 ","$5,307.70 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230167,MCLAREN - GREATER LANSING,LANSING,MI,32,"$18,582.87 ","$5,474.53 ","$4,490.03 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230174,NORTH OTTAWA COMMUNITY HOSPITAL,GRAND HAVEN,MI,11,"$9,985.09 ","$4,562.90 ","$3,639.63 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230176,OAKWOOD SOUTHSHORE MEDICAL CENTER,TRENTON,MI,12,"$12,578.50 ","$5,341.75 ","$4,589.75 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,WARREN,MI,29,"$18,290.41 ","$5,486.79 ","$4,517.55 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230197,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,GRAND BLANC,MI,24,"$14,042.87 ","$6,237.58 ","$5,163.41 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230216,PORT HURON HOSPITAL,PORT HURON,MI,25,"$14,681.56 ","$4,840.20 ","$3,565.76 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230222,MIDMICHIGAN MEDICAL CENTER-MIDLAND,MIDLAND,MI,44,"$13,648.77 ","$5,517.84 ","$4,546.75 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230227,MOUNT CLEMENS REGIONAL MEDICAL CENTER,MOUNT CLEMENS,MI,19,"$12,028.05 ","$5,497.10 ","$4,666.36 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230230,EDWARD W SPARROW HOSPITAL,LANSING,MI,96,"$22,298.87 ","$6,069.27 ","$5,076.64 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230236,METRO HEALTH HOSPITAL,WYOMING,MI,26,"$13,321.38 ","$6,211.34 ","$4,708.84 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230244,GARDEN CITY HOSPITAL,GARDEN CITY,MI,24,"$11,573.83 ","$5,875.66 ","$5,080.50 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230254,CRITTENTON HOSPITAL MEDICAL CENTER,ROCHESTER,MI,33,"$14,585.93 ","$5,348.57 ","$3,846.78 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230269,WILLIAM BEAUMONT HOSPITAL-TROY,TROY,MI,61,"$19,778.00 ","$5,099.91 ","$3,943.04 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230270,OAKWOOD HERITAGE HOSPITAL,TAYLOR,MI,11,"$17,135.27 ","$5,081.36 ","$4,263.90 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230273,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,DETROIT,MI,28,"$24,872.14 ","$8,139.14 ","$7,179.14 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230277,HURON VALLEY-SINAI HOSPITAL,COMMERCE TOWNSH,MI,15,"$13,508.40 ","$5,391.60 ","$4,268.13 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230302,HENRY FORD WEST BLOOMFIELD HOSPITAL,W BLOOMFIELD,MI,21,"$18,798.28 ","$5,201.00 ","$3,173.19 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,240001,NORTH MEMORIAL MEDICAL CENTER,ROBBINSDALE,MN,45,"$19,672.95 ","$5,350.44 ","$4,325.46 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,240002,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,DULUTH,MN,52,"$16,581.67 ","$5,712.15 ","$4,283.34 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,240004,HENNEPIN COUNTY MEDICAL CENTER,MINNEAPOLIS,MN,13,"$32,103.07 ","$9,997.84 ","$8,630.30 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,240010,MAYO CLINIC - SAINT MARYS HOSPITAL,ROCHESTER,MN,42,"$18,236.26 ","$7,421.00 ","$5,054.83 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,240030,DOUGLAS COUNTY HOSPITAL,ALEXANDRIA,MN,11,"$14,342.81 ","$5,002.72 ","$4,082.36 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,240036,ST CLOUD HOSPITAL,SAINT CLOUD,MN,59,"$15,175.98 ","$6,313.06 ","$5,112.76 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,240038,UNITED HOSPITAL,SAINT PAUL,MN,34,"$32,684.26 ","$5,411.61 ","$4,453.61 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,240047,ST LUKES HOSPITAL,DULUTH,MN,14,"$10,856.21 ","$5,298.00 ","$4,249.14 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,240050,FAIRVIEW LAKES  HEALTH SERVICES,WYOMING,MN,16,"$16,173.56 ","$5,448.93 ","$3,881.25 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,240053,PARK NICOLLET METHODIST HOSPITAL,SAINT LOUIS PAR,MN,62,"$9,740.59 ","$5,277.03 ","$3,765.14 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,240056,RIDGEVIEW MEDICAL CENTER,WACONIA,MN,24,"$13,993.54 ","$4,728.62 ","$3,836.45 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,240057,ABBOTT NORTHWESTERN HOSPITAL,MINNEAPOLIS,MN,51,"$29,369.66 ","$5,658.13 ","$4,326.11 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,240063,ST JOSEPH'S HOSPITAL,SAINT PAUL,MN,46,"$25,124.97 ","$5,448.63 ","$4,471.23 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,240075,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,BRAINERD,MN,21,"$15,005.09 ","$5,320.95 ","$4,247.42 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,240078,FAIRVIEW SOUTHDALE HOSPITAL,EDINA,MN,50,"$16,989.22 ","$4,829.86 ","$3,639.86 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,240080,"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW",MINNEAPOLIS,MN,14,"$15,379.71 ","$7,450.85 ","$5,955.21 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,240084,VIRGINIA REGIONAL MEDICAL CENTER,VIRGINIA,MN,13,"$10,826.92 ","$5,610.76 ","$4,660.30 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,240088,RICE MEMORIAL HOSPITAL,WILLMAR,MN,15,"$12,377.06 ","$6,065.26 ","$5,013.00 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,240093,MAYO CLINIC HEALTH SYSTEM - MANKATO,MANKATO,MN,11,"$16,738.27 ","$7,796.72 ","$3,596.00 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,240100,SANFORD BEMIDJI MEDICAL CENTER,BEMIDJI,MN,11,"$12,570.72 ","$5,169.00 ","$4,351.54 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,240106,REGIONS HOSPITAL,SAINT PAUL,MN,39,"$24,394.10 ","$6,987.10 ","$5,600.38 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,240115,MERCY HOSPITAL,COON RAPIDS,MN,45,"$26,823.17 ","$6,707.20 ","$3,853.75 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,240132,UNITY HOSPITAL,FRIDLEY,MN,18,"$35,041.94 ","$7,607.11 ","$3,506.44 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,240207,FAIRVIEW RIDGES HOSPITAL,BURNSVILLE,MN,23,"$18,216.69 ","$5,331.65 ","$3,999.86 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,240210,HEALTHEAST ST JOHN'S HOSPITAL,MAPLEWOOD,MN,27,"$18,260.48 ","$5,359.03 ","$3,865.03 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,240213,HEALTHEAST WOODWINDS HOSPITAL,WOODBURY,MN,15,"$20,520.86 ","$6,092.26 ","$3,627.13 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,250001,UNIVERSITY OF MISSISSIPPI MED CENTER,JACKSON,MS,37,"$20,574.02 ","$6,763.62 ","$5,822.10 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,250004,NORTH MISSISSIPPI MEDICAL CENTER,TUPELO,MS,82,"$16,173.08 ","$5,189.42 ","$3,915.59 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,250006,BAPTIST MEMORIAL HOSPITAL UNION COUNTY,NEW ALBANY,MS,21,"$16,307.66 ","$4,988.00 ","$4,076.19 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,250007,BILOXI REGIONAL MEDICAL CENTER,BILOXI,MS,12,"$36,355.16 ","$5,033.75 ","$4,095.75 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,250009,MAGNOLIA REGIONAL HEALTH CENTER,CORINTH,MS,24,"$27,841.58 ","$4,655.25 ","$3,908.58 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,250019,MEMORIAL HOSPITAL AT GULFPORT,GULFPORT,MS,42,"$29,841.85 ","$5,142.11 ","$3,941.04 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,250025,GILMORE MEMORIAL HOSPITAL,AMORY,MS,21,"$10,768.33 ","$4,349.00 ","$3,335.47 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,250031,RIVER REGION HEALTH SYSTEM,VICKSBURG,MS,26,"$27,153.11 ","$5,123.57 ","$4,127.11 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,250034,BAPTIST MEMORIAL HOSPITAL NORTH MS,OXFORD,MS,18,"$16,354.33 ","$4,884.44 ","$3,822.44 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,250040,SINGING RIVER HOSPITAL,PASCAGOULA,MS,41,"$27,495.36 ","$4,627.09 ","$3,510.63 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,250042,NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER,CLARKSDALE,MS,12,"$20,450.33 ","$6,191.00 ","$5,063.91 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,250048,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,JACKSON,MS,87,"$18,766.56 ","$4,639.86 ","$3,554.25 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,250050,OCH REGIONAL MEDICAL CENTER,STARKVILLE,MS,27,"$12,421.62 ","$4,775.00 ","$3,773.51 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,250058,SOUTH CENTRAL REG MED CTR,LAUREL,MS,25,"$11,719.68 ","$4,630.00 ","$3,593.68 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,250069,RUSH FOUNDATION HOSPITAL,MERIDIAN,MS,42,"$16,653.52 ","$5,019.88 ","$3,809.64 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,250078,FORREST GENERAL HOSPITAL,HATTIESBURG,MS,62,"$13,682.46 ","$5,092.96 ","$3,713.72 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,250084,NATCHEZ REGIONAL MEDICAL CENTER,NATCHEZ,MS,17,"$17,422.29 ","$4,349.00 ","$3,357.70 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,250094,WESLEY MEDICAL CENTER,HATTIESBURG,MS,29,"$26,936.48 ","$4,824.65 ","$3,893.34 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,250097,SOUTHWEST MS REGIONAL MEDICAL CENTER,MCCOMB,MS,21,"$10,708.33 ","$5,102.66 ","$4,086.09 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,250099,GREENWOOD LEFLORE HOSPITAL,GREENWOOD,MS,20,"$17,673.85 ","$5,272.30 ","$4,196.60 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,250100,BAPTIST MEM HOSP/GOLDEN TRIANGLE INC,COLUMBUS,MS,34,"$17,699.14 ","$4,792.97 ","$3,735.08 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,250102,MISSISSIPPI BAPTIST MEDICAL CENTER,JACKSON,MS,68,"$18,133.23 ","$4,495.72 ","$2,945.36 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,250104,ANDERSON REGIONAL MEDICAL CENTER,MERIDIAN,MS,34,"$15,173.32 ","$4,513.61 ","$3,591.73 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,250123,GARDEN PARK MEDICAL CENTER,GULFPORT,MS,16,"$37,750.12 ","$4,669.18 ","$3,684.68 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,250141,BAPTIST MEMORIAL HOSPITAL DESOTO,SOUTHAVEN,MS,50,"$22,663.30 ","$5,289.06 ","$3,666.94 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260001,ST JOHN'S REGIONAL MEDICAL CENTER,JOPLIN,MO,28,"$16,983.60 ","$4,577.28 ","$3,615.00 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260005,SSM ST JOSEPH HEALTH CENTER,SAINT CHARLES,MO,25,"$19,530.00 ","$4,714.12 ","$3,948.20 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260006,HEARTLAND REGIONAL MEDICAL CENTER,SAINT JOSEPH,MO,51,"$17,363.52 ","$6,375.11 ","$5,020.31 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260009,BOTHWELL REGIONAL HEALTH CENTER,SEDALIA,MO,27,"$14,411.81 ","$4,471.55 ","$3,424.44 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260011,ST MARYS HEALTH CENTER,JEFFERSON CITY,MO,12,"$15,859.50 ","$3,916.41 ","$3,078.08 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260017,PHELPS COUNTY REGIONAL MEDICAL CENTER,ROLLA,MO,17,"$21,554.70 ","$5,877.47 ","$4,954.64 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260020,MERCY HOSPITAL ST LOUIS,SAINT LOUIS,MO,52,"$19,687.82 ","$4,756.03 ","$3,610.96 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260023,JEFFERSON REGIONAL MEDICAL CENTER,CRYSTAL CITY,MO,30,"$10,643.93 ","$4,437.30 ","$3,572.63 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260025,HANNIBAL REGIONAL HOSPITAL,HANNIBAL,MO,13,"$11,547.84 ","$5,222.30 ","$4,271.84 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260027,RESEARCH MEDICAL CENTER,KANSAS CITY,MO,19,"$58,453.94 ","$5,552.52 ","$4,546.42 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260032,BARNES JEWISH HOSPITAL,SAINT LOUIS,MO,133,"$17,332.83 ","$5,930.82 ","$5,083.78 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260040,COX MEDICAL CENTER,SPRINGFIELD,MO,40,"$16,709.87 ","$4,874.82 ","$3,740.90 "
