"DRGDefinition","ProviderId","ProviderName","ProviderCity","ProviderState","TotalDischarges","AverageCoveredCharges","AverageTotalPayments","AverageMedicarePayments"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","100254","CAPITAL REGIONAL MEDICAL CENTER","TALLAHASSEE","FL","29","26300.68","4999.03","3455.13"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","100256","REGIONAL MEDICAL CENTER BAYONET POINT","HUDSON","FL","26","35420.23","4317.38","3452.76"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","100258","DELRAY MEDICAL CENTER","DELRAY BEACH","FL","50","35900.68","4663.70","3698.50"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","100259","SOUTH BAY HOSPITAL","SUN CITY CENTER","FL","27","45532.81","4778.25","3112.00"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","100260","ST LUCIE MEDICAL CENTER","PORT SAINT LUCI","FL","21","33550.23","4970.52","3897.00"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","100264","OAK HILL HOSPITAL","BROOKSVILLE","FL","41","38956.04","4286.78","3302.19"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","100265","MEASE COUNTRYSIDE HOSPITAL","SAFETY HARBOR","FL","27","19307.51","4376.81","3122.44"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","100268","WEST BOCA MEDICAL CENTER","BOCA RATON","FL","21","29990.66","4843.33","3828.28"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","100269","PALMS WEST HOSPITAL","LOXAHATCHEE","FL","14","48670.50","5885.78","5081.78"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","100275","WELLINGTON REGIONAL MEDICAL CENTER","WELLINGTON","FL","20","25113.40","5405.90","4281.90"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","100276","CORAL SPRINGS MEDICAL CENTER","CORAL SPRINGS","FL","13","22188.07","5200.30","4513.53"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","100281","MEMORIAL HOSPITAL WEST","PEMBROKE PINES","FL","31","35522.29","5925.61","3942.38"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","100286","PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE","NAPLES","FL","21","27126.04","4403.57","3385.47"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","100287","GOOD SAMARITAN MEDICAL CENTER","WEST PALM BEACH","FL","17","28358.52","5078.88","3443.76"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","100288","ST MARYS MEDICAL CENTER","WEST PALM BEACH","FL","25","51100.36","6665.00","5677.80"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","100289","CLEVELAND CLINIC HOSPITAL","WESTON","FL","25","18943.84","4771.80","3875.16"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","100290","VILLAGES REGIONAL HOSPITAL, THE","THE VILLAGES","FL","53","19878.18","4316.79","3365.92"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","100292","SACRED HEART HOSPITAL ON THE EMERALD COAST","MIRAMAR BEACH","FL","21","19509.14","4455.76","3084.28"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","100299","LAKEWOOD RANCH MEDICAL CENTER","BRADENTON","FL","40","27004.80","4576.67","3135.95"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110001","HAMILTON MEDICAL CENTER","DALTON","GA","16","18812.00","5040.93","3478.75"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110003","SATILLA REGIONAL MEDICAL CENTER","WAYCROSS","GA","12","14344.16","4632.08","3605.08"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110005","NORTHSIDE HOSPITAL FORSYTH","CUMMING","GA","19","23904.78","4563.31","3620.15"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110006","ST MARYS HOSPITAL","ATHENS","GA","25","17817.80","4973.48","4073.00"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110007","PHOEBE PUTNEY MEMORIAL HOSPITAL","ALBANY","GA","41","13677.60","5451.14","4518.65"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110010","EMORY UNIVERSITY HOSPITAL","ATLANTA","GA","45","21602.75","7145.77","4921.86"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110011","TANNER MEDICAL CENTER - CARROLLTON","CARROLLTON","GA","22","16042.81","5263.59","3833.54"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110016","WEST GEORGIA MEDICAL CENTER","LAGRANGE","GA","18","13023.38","4850.94","3916.50"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110018","NEWTON MEDICAL CENTER","COVINGTON","GA","12","15926.25","4914.75","3647.41"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110024","CANDLER HOSPITAL","SAVANNAH","GA","21","17479.90","5027.19","3671.23"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110025","SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS","BRUNSWICK","GA","40","18066.40","6116.82","5019.15"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110028","UNIVERSITY HOSPITAL","AUGUSTA","GA","43","17303.81","5282.37","3546.83"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110029","NORTHEAST GEORGIA MEDICAL CENTER, INC","GAINESVILLE","GA","47","17609.48","4942.74","3916.82"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110031","SPALDING REGIONAL MEDICAL CENTER","GRIFFIN","GA","25","25620.84","5037.32","4002.28"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110032","STEPHENS COUNTY HOSPITAL","TOCCOA","GA","11","12151.45","4571.63","3754.18"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110034","MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS","AUGUSTA","GA","75","13567.25","7807.42","6257.48"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110035","WELLSTAR KENNESTONE HOSPITAL","MARIETTA","GA","76","26742.35","4828.00","3717.01"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110036","MEMORIAL HEALTH UNIV MED CEN, INC","SAVANNAH","GA","43","16751.39","5700.60","4654.72"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110038","JOHN D ARCHBOLD MEMORIAL HOSPITAL","THOMASVILLE","GA","36","15027.05","4591.00","3710.00"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110039","TRINITY HOSPITAL OF AUGUSTA","AUGUSTA","GA","12","17010.16","4733.50","3624.58"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110043","ST JOSEPHS HOSPITAL - SAVANNAH","SAVANNAH","GA","47","17569.17","4471.91","3265.17"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110054","FLOYD MEDICAL CENTER","ROME","GA","19","16197.10","5752.05","4643.36"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110064","MEDICAL CENTER, THE","COLUMBUS","GA","24","19885.95","6430.29","5060.95"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110069","HOUSTON MEDICAL CENTER","WARNER ROBINS","GA","22","17966.81","4839.54","3817.72"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110074","ATHENS REGIONAL MEDICAL CENTER","ATHENS","GA","41","18965.09","5345.19","3617.21"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110075","EAST GEORGIA REGIONAL MEDICAL CENTER","STATESBORO","GA","22","23542.81","5290.81","4423.36"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110076","DEKALB MEDICAL CENTER","DECATUR","GA","15","18098.66","5423.00","4370.73"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110078","EMORY UNIVERSITY HOSPITAL MIDTOWN","ATLANTA","GA","15","19826.26","7345.66","3754.66"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110079","GRADY MEMORIAL HOSPITAL","ATLANTA","GA","37","27522.62","7597.89","6595.18"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110082","SAINT JOSEPHS HOSPITAL OF ATLANTA, INC","ATLANTA","GA","32","18740.09","4567.28","3154.46"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110083","PIEDMONT HOSPITAL","ATLANTA","GA","29","24941.93","4477.13","3331.72"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110087","GWINNETT MEDICAL CENTER","LAWRENCEVILLE","GA","35","14787.00","5220.94","3887.80"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110089","COFFEE REGIONAL MEDICAL CENTER","DOUGLAS","GA","14","16700.57","4368.00","3409.14"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110091","ROCKDALE MEDICAL CENTER","CONYERS","GA","20","20594.45","5392.80","4096.85"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110095","TIFT REGIONAL MEDICAL CENTER","TIFTON","GA","15","18374.66","4865.93","3893.40"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110107","MEDICAL CENTER OF CENTRAL GEORGIA","MACON","GA","58","20783.24","5657.34","4295.13"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110115","ATLANTA MEDICAL CENTER","ATLANTA","GA","26","35429.53","6524.57","5458.73"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110122","SOUTH GEORGIA MEDICAL CENTER","VALDOSTA","GA","17","15568.05","4849.47","3854.41"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110124","WAYNE MEMORIAL HOSPITAL","JESUP","GA","13","14022.61","5310.00","4700.46"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110125","FAIRVIEW PARK HOSPITAL","DUBLIN","GA","11","22504.45","5285.18","4161.90"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110129","ST FRANCIS HOSPITAL, INC","COLUMBUS","GA","40","13169.35","4432.55","3178.10"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110132","MEMORIAL HOSPITAL AND MANOR","BAINBRIDGE","GA","16","12845.62","4783.00","3798.50"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110143","WELLSTAR COBB HOSPITAL","AUSTELL","GA","41","22478.63","5214.87","4336.04"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110161","NORTHSIDE HOSPITAL","ATLANTA","GA","14","29290.42","4845.57","3259.07"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110164","COLISEUM MEDICAL CENTER","MACON","GA","39","25323.66","4950.17","4025.46"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110165","SOUTHERN REGIONAL MEDICAL CENTER","RIVERDALE","GA","37","21074.02","5561.16","4708.83"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110168","REDMOND REGIONAL MEDICAL CENTER","ROME","GA","30","24039.00","4467.53","3454.06"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110184","WELLSTAR DOUGLAS HOSPITAL","DOUGLASVILLE","GA","13","27390.07","4736.92","3788.92"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110191","HENRY MEDICAL CENTER, INC","STOCKBRIDGE","GA","21","17547.76","4952.47","3988.28"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110192","EMORY EASTSIDE MEDICAL CENTER","SNELLVILLE","GA","17","26329.88","4970.47","3514.82"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110198","NORTH FULTON REGIONAL HOSPITAL","ROSWELL","GA","36","38336.94","4925.00","3895.33"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110215","PIEDMONT FAYETTE HOSPITAL","FAYETTEVILLE","GA","14","19950.07","4564.00","3600.57"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110219","SOUTH FULTON MEDICAL CENTER","EAST POINT","GA","13","51742.53","5755.84","4885.07"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110226","DEKALB MEDICAL CENTER AT HILLANDALE","LITHONIA","GA","11","14299.27","4934.00","4116.54"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","110229","PIEDMONT NEWNAN HOSPITAL, INC","NEWNAN","GA","17","18585.11","4899.17","3845.05"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","120001","THE QUEENS MEDICAL CENTER","HONOLULU","HI","50","18815.36","8122.82","5706.68"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","120002","MAUI MEMORIAL MEDICAL CENTER","WAILUKU","HI","13","35668.23","11567.38","10529.84"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","120005","HILO MEDICAL CENTER","HILO","HI","14","14364.85","8596.85","6516.14"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","120006","CASTLE MEDICAL CENTER","KAILUA","HI","13","23381.61","6577.07","5880.46"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","120007","KUAKINI MEDICAL CENTER","HONOLULU","HI","20","17317.65","6490.95","4745.90"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","120010","HAWAII MEDICAL CENTER EAST","HONOLULU","HI","11","22543.27","6567.00","5173.18"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","120014","WILCOX MEMORIAL HOSPITAL","LIHUE","HI","15","20224.40","9733.60","6609.33"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","120022","STRAUB CLINIC AND HOSPITAL","HONOLULU","HI","21","21960.33","6602.76","4740.33"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","120026","PALI MOMI MEDICAL CENTER","AIEA","HI","23","26242.78","7207.73","4395.82"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","120027","HAWAII MEDICAL CENTER WEST","EWA BEACH","HI","14","22933.64","7446.21","5116.28"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","130002","ST LUKES MAGIC VALLEY RMC","TWIN FALLS","ID","18","11776.22","4829.00","3959.22"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","130003","ST JOSEPH REGIONAL MEDICAL CENTER","LEWISTON","ID","14","12614.07","5869.00","4743.85"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","130006","ST LUKES REGIONAL MEDICAL CENTER","BOISE","ID","49","16459.93","4963.34","3930.28"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","130007","ST ALPHONSUS REGIONAL MEDICAL CENTER","BOISE","ID","25","11953.52","4880.12","3655.36"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","130018","EASTERN IDAHO REGIONAL MEDICAL CENTER","IDAHO FALLS","ID","37","18561.13","6099.51","3726.59"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","130028","PORTNEUF MEDICAL CENTER","POCATELLO","ID","16","9502.37","6050.43","4608.87"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","130049","KOOTENAI MEDICAL CENTER","COEUR DALENE","ID","23","10624.00","5042.78","3780.43"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140001","GRAHAM HOSPITAL ASSOCIATION","CANTON","IL","17","14342.52","5579.05","4587.76"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140002","ALTON MEMORIAL HOSPITAL","ALTON","IL","17","16766.35","4369.29","3376.11"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140007","PROVENA ST JOSEPH MEDICAL CENTER","JOLIET","IL","35","36829.88","4967.11","4003.22"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140008","LOYOLA GOTTLIEB MEMORIAL HOSPITAL","MELROSE PARK","IL","19","37822.00","4854.63","3846.84"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140010","EVANSTON HOSPITAL","EVANSTON","IL","99","24035.49","6352.58","4252.97"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140011","HERRIN HOSPITAL","HERRIN","IL","14","13743.00","4694.50","4052.21"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140012","KATHERINE SHAW BETHEA HOSPITAL","DIXON","IL","12","23443.50","5034.66","4096.66"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140013","PROCTOR HOSPITAL","PEORIA","IL","34","18435.35","4348.14","3320.73"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140015","BLESSING HOSPITAL","QUINCY","IL","58","19307.72","5416.94","4143.94"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140018","MT SINAI HOSPITAL MEDICAL CENTER","CHICAGO","IL","17","24321.23","8437.70","7714.64"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140029","COPLEY MEMORIAL HOSPITAL","AURORA","IL","24","38959.20","5387.33","4493.83"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140030","SHERMAN HOSPITAL","ELGIN","IL","26","28697.61","7592.07","3579.26"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140032","ST ANTHONYS MEMORIAL HOSPITAL","EFFINGHAM","IL","17","10600.94","4321.70","3526.41"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140034","ST MARYS HOSPITAL","CENTRALIA","IL","11","13264.63","4871.90","4054.45"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140043","CGH MEDICAL CENTER","STERLING","IL","17","22434.64","4847.23","3789.35"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140046","GOOD SAMARITAN REGIONAL HLTH CENTER","MOUNT VERNON","IL","20","13210.20","4978.80","3338.30"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140049","WEST SUBURBAN MEDICAL CENTER","OAK PARK","IL","18","27515.55","7142.00","6205.77"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140051","SKOKIE HOSPITAL","SKOKIE","IL","19","21474.57","5462.57","4454.78"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140053","ST JOHNS HOSPITAL","SPRINGFIELD","IL","45","20335.00","5338.17","4345.73"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140054","MACNEAL  HOSPITAL","BERWYN","IL","20","24211.30","6373.85","5308.05"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140062","PALOS COMMUNITY HOSPITAL","PALOS HEIGHTS","IL","55","23066.32","5497.49","3537.78"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140063","RUSH OAK PARK HOSPITAL","OAK PARK","IL","11","23449.54","4923.36","4208.81"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140064","ST MARY MEDICAL CENTER","GALESBURG","IL","18","18832.00","6140.72","5208.05"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140065","ADVENTIST LA GRANGE MEMORIAL HOSPITAL","LA GRANGE","IL","27","25452.66","5533.81","3975.48"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140067","SAINT FRANCIS MEDICAL CENTER","PEORIA","IL","104","28242.61","5803.25","4335.29"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140080","RHC ST FRANCIS HOSPITAL","EVANSTON","IL","20","37093.65","8073.05","5542.70"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140082","LOUIS A WEISS MEMORIAL HOSPITAL","CHICAGO","IL","11","21870.63","6660.72","6043.27"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140084","VISTA MEDICAL CENTER EAST","WAUKEGAN","IL","25","30456.00","5594.32","4496.40"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140088","THE UNIVERSITY OF CHICAGO MEDICAL CENTER","CHICAGO","IL","37","37306.29","10253.37","6928.08"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140091","CARLE FOUNDATION HOSPITAL","URBANA","IL","51","26183.17","5987.49","4379.78"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140093","PROVENA UNITED SAMARITANS MEDCTR-LOGAN","DANVILLE","IL","16","24195.93","5991.43","3780.75"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140101","MORRIS HOSPITAL  and  HEALTHCARE CENTERS","MORRIS","IL","21","26066.52","4630.95","3716.09"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140113","PROVENA COVENANT MEDICAL CENTER- URBANA","URBANA","IL","17","28925.00","5106.41","4176.05"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140114","SWEDISH COVENANT HOSPITAL","CHICAGO","IL","26","30127.46","6273.69","4908.53"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140116","CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL","MCHENRY","IL","17","15676.94","5459.41","3336.52"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140117","RESURRECTION MEDICAL CENTER","CHICAGO","IL","49","29284.02","6839.34","4193.24"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140118","METROSOUTH MEDICAL CENTER","BLUE ISLAND","IL","19","21921.31","5504.68","4558.15"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140119","RUSH UNIVERSITY MEDICAL CENTER","CHICAGO","IL","48","30607.70","8331.33","7049.04"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140122","HINSDALE HOSPITAL","HINSDALE","IL","18","29701.05","4891.83","3828.05"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140124","JOHN H STROGER JR HOSPITAL","CHICAGO","IL","24","13698.37","9200.62","8172.29"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140127","BROMENN HEALTHCARE","NORMAL","IL","21","18399.28","4938.19","4024.85"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140130","LAKE FOREST HOSPITAL","LAKE FOREST","IL","25","25650.48","4797.48","3806.44"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140133","HOLY CROSS HOSPITAL","CHICAGO","IL","16","17145.37","5821.18","4836.68"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140135","DECATUR MEMORIAL HOSPITAL","DECATUR","IL","63","20162.25","4993.88","3617.68"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140143","ST MARGARETS HOSPITAL","SPRING VALLEY","IL","12","12391.00","4388.66","3545.00"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140147","RICHLAND MEMORIAL HOSPITAL","OLNEY","IL","14","14983.57","4823.78","3777.21"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140148","MEMORIAL MEDICAL CENTER","SPRINGFIELD","IL","91","17643.91","5425.78","4012.19"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140150","UNIVERSITY OF ILLINOIS HOSPITAL","CHICAGO","IL","30","30839.03","12490.00","9484.23"
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","140155","PROVENA ST MARYS HOSPITAL","KANKAKEE","IL","17","32444.82","5214.29","4223.00"
